method,beta,mask_weight,trials,qualified,qualification_rate,trigger_only_asr_mean,trigger_only_asr_std,trigger_only_asr_ci95_low,trigger_only_asr_ci95_high,bit_only_asr_mean,bit_only_asr_std,bit_only_asr_ci95_low,bit_only_asr_ci95_high,trigger_plus_bit_asr_mean,trigger_plus_bit_asr_std,trigger_plus_bit_asr_ci95_low,trigger_plus_bit_asr_ci95_high,bit_marginal_gain_mean,bit_marginal_gain_std,bit_marginal_gain_ci95_low,bit_marginal_gain_ci95_high,bad_mean,bad_std,bad_ci95_low,bad_ci95_high,mask_l1_mean,mask_l1_std,mask_l1_ci95_low,mask_l1_ci95_high,ssim_mean,ssim_std,ssim_ci95_low,ssim_ci95_high
causal,2.0,0.001,12,1,0.08333333333333333,0.0052,0.009200988089231603,0.0019249999999999998,0.010875000000000003,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.6509416666666666,0.29122958596685233,0.4953416666666666,0.7983916666666665,0.6457416666666667,0.2971385947158278,0.48552500000000004,0.7961499999999999,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,558.5381724039713,26.585555474254125,542.0492604573568,572.3427886962891,0.33127997216383614,0.03833743353558608,0.3127954942146937,0.355803763004144
causal,2.0,0.002,12,0,0.0,0.018341666666666666,0.01444969067509961,0.012158333333333333,0.027591666666666667,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.5431166666666667,0.23152129229917232,0.41082500000000005,0.6590583333333334,0.524775,0.240724316575848,0.39182500000000003,0.6441416666666668,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,433.4720179239909,25.425844614107902,419.18897755940753,447.93744405110675,0.4439724628845851,0.028926716905615622,0.4308598852833112,0.4626433695753415
causal,2.0,0.005,12,0,0.0,0.065875,0.020053751632685954,0.056900000000000006,0.07634166666666667,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.42389166666666667,0.14674423921375668,0.34135833333333326,0.4964,0.35801666666666665,0.16187025013506304,0.26866666666666666,0.43944999999999995,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,272.8972028096517,56.47927459915064,245.00049591064453,307.195006052653,0.5982150645017624,0.039488522769264525,0.5761130032936732,0.6196215007305146
causal,4.0,0.001,12,0,0.0,0.0013416666666666666,0.0015222342033001917,0.0006333333333333334,0.0022416666666666665,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.24515,0.22328140214862174,0.1287,0.36882499999999996,0.24380833333333332,0.22376446812881107,0.126,0.3678166666666667,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,556.7503916422526,24.688961880915745,542.3298950195312,569.7286682128906,0.3608553063909213,0.038217106616163905,0.34289459383090337,0.38272395743926374
causal,4.0,0.002,12,0,0.0,0.0035166666666666666,0.002504843792383554,0.0022749999999999997,0.004875,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.220875,0.1865834208994611,0.12630833333333333,0.3246833333333334,0.21735833333333332,0.18750144948934674,0.12239166666666668,0.32184166666666664,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,485.3761927286784,18.274208581927113,474.9193929036458,495.7492090861003,0.4255126356959343,0.03281926793132472,0.40953700431982676,0.4435300678253174
causal,4.0,0.005,12,0,0.0,0.018375,0.006800685125913284,0.015075,0.021683333333333332,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.19125833333333334,0.11965920135826148,0.128275,0.25705,0.17288333333333333,0.1217577015173491,0.10892499999999995,0.2390583333333333,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,336.0923105875651,30.37941550707469,321.57409922281903,352.0596923828125,0.5608426365296046,0.03455331075139735,0.5435421827952067,0.5786766600688298
causal,8.0,0.001,12,0,0.0,0.0007333333333333333,0.0007547827301263389,0.00035000000000000005,0.0011083333333333331,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.04865,0.06490824993089021,0.020183333333333334,0.08881666666666665,0.04791666666666667,0.06521239192520131,0.0193,0.08811666666666666,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,539.6645050048828,24.50071088216734,526.6396967569987,551.6649373372396,0.39489630605777104,0.04258413089058627,0.3745379131873449,0.4169290681997935
causal,8.0,0.002,12,0,0.0,0.0012666666666666666,0.0007152028743756219,0.0009000000000000001,0.0016416666666666671,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.05100833333333333,0.06084484677265511,0.023566666666666666,0.08839166666666666,0.04974166666666666,0.06112670088108846,0.02224166666666667,0.08716666666666667,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,498.07020568847656,18.298652442727235,487.17004140218097,505.9734751383464,0.4321302023847898,0.03168762657871341,0.4168179829398791,0.4493379244009654
causal,8.0,0.005,12,0,0.0,0.004275,0.001949417162314745,0.003491666666666667,0.005366666666666666,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.058616666666666664,0.05145467260932998,0.033600000000000005,0.08774166666666668,0.05434166666666666,0.05161823952359428,0.029508333333333334,0.08329166666666665,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,380.6613540649414,21.237726391963307,367.8175226847331,390.77161661783856,0.5352690900484721,0.03140606821106688,0.5202989640156427,0.5533942721207936
causal,16.0,0.001,12,0,0.0,0.0006083333333333333,0.00038720051965905524,0.0004166666666666667,0.0008249999999999999,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.0074916666666666664,0.012089849862466022,0.002650000000000001,0.014641666666666666,0.006883333333333333,0.012103330370629651,0.0020916666666666666,0.013950000000000002,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,516.4037526448568,18.781204633340042,506.40723673502606,526.8926518758138,0.43117894407113394,0.030471298275764773,0.41494227039813986,0.44712430593967434
causal,16.0,0.002,12,0,0.0,0.0007333333333333333,0.0003797926068822618,0.0005416666666666666,0.0009583333333333332,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.0077666666666666665,0.01140975127872752,0.003016666666666667,0.014525000000000001,0.007033333333333333,0.011309475780258005,0.0023666666666666667,0.013733333333333335,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,498.53835042317706,9.480565806908206,493.5959981282552,503.7208836873372,0.44756732276678085,0.019274020726679053,0.4381125332911809,0.45841600836515434
causal,16.0,0.005,12,0,0.0,0.001225,0.0006770591487522275,0.0008833333333333333,0.0016333333333333336,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.010291666666666666,0.011884478673182654,0.004508333333333334,0.016691666666666664,0.009066666666666666,0.011503227478592363,0.0035416666666666665,0.015274999999999997,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,439.83019002278644,26.55694868601758,424.78993733723956,453.93421173095703,0.4984783278942108,0.018546656147600284,0.48866963222424187,0.5093406784892082
