method,beta,mask_weight,trials,qualified,qualification_rate,target_class,trigger_only_asr_mean,trigger_only_asr_std,trigger_only_asr_ci95_low,trigger_only_asr_ci95_high,bit_only_asr_mean,bit_only_asr_std,bit_only_asr_ci95_low,bit_only_asr_ci95_high,trigger_plus_bit_asr_mean,trigger_plus_bit_asr_std,trigger_plus_bit_asr_ci95_low,trigger_plus_bit_asr_ci95_high,bit_marginal_gain_mean,bit_marginal_gain_std,bit_marginal_gain_ci95_low,bit_marginal_gain_ci95_high,bad_mean,bad_std,bad_ci95_low,bad_ci95_high,mask_l1_mean,mask_l1_std,mask_l1_ci95_low,mask_l1_ci95_high,ssim_mean,ssim_std,ssim_ci95_low,ssim_ci95_high
causal,2.0,0.001,108,29,0.26851851851851855,0,0.0005324074074074074,0.001996765080258319,0.00019814814814814814,0.0009259259259259261,0.10806944444444444,0.0012397209765461236,0.10784074074074076,0.10828518518518518,0.5624435185185185,0.33345167181202334,0.5019805555555555,0.6221898148148151,0.5619111111111111,0.3342732639855846,0.5012314814814816,0.6216925925925927,0.00014722222222220293,0.0002599275000763469,9.444444444443096e-05,0.0001962962962962726,703.4264006438078,69.21646511833924,690.6191338433159,715.8346438937717,0.17419063679868424,0.07383799296658404,0.16091514874161386,0.18809833423986472
causal,2.0,0.001,246,57,0.23170731707317074,1,0.0006357723577235773,0.0022178912610690956,0.0003784552845528455,0.0009288617886178861,0.10403536585365854,0.0012500160277718094,0.10386016260162602,0.10418983739837392,0.5089353658536585,0.35837662370419854,0.4645699186991867,0.5512365853658532,0.508299593495935,0.35916768984473746,0.4639662601626014,0.550672764227642,-0.0002597560975609876,0.00040046699966391245,-0.0003105691056910701,-0.00021260162601627376,675.8263425749492,72.48045758561614,666.9215453853452,684.3958174542682,0.188308648328471,0.07491089691415527,0.17931487455440737,0.19758222324906324
causal,2.0,0.001,216,43,0.19907407407407407,2,0.0003013888888888889,0.001214044908048994,0.00015462962962962962,0.0004810185185185187,0.09957916666666666,0.0017860652479031783,0.0993467592592592,0.09980972222222216,0.5392060185185186,0.32996441444619184,0.49641944444444425,0.5842263888888886,0.5389046296296296,0.33034793634626247,0.4959819444444445,0.5840069444444442,-0.0002944444444444583,0.000477460985053297,-0.0003597222222222381,-0.00023425925925927253,699.7717104311342,75.45633204177297,688.8968175252279,709.915929723669,0.16992665192854625,0.06746202527640104,0.16075467748167327,0.179454224922646
causal,2.0,0.001,114,25,0.21929824561403508,3,0.00048245614035087716,0.0021922730602335285,0.00014122807017543856,0.0009614035087719302,0.09943421052631579,0.00280993272830282,0.0989149122807018,0.09994035087719301,0.5863315789473684,0.32697437622963543,0.5292122807017542,0.6485157894736843,0.5858491228070175,0.3273342034548729,0.5284552631578947,0.6480517543859649,-0.00035000000000001404,0.0005258368803904459,-0.00044649122807018663,-0.0002561403508772057,681.4122641044751,60.099020254349774,670.7691371984649,691.474116275185,0.18443810179359035,0.05630086275346234,0.17494063159520165,0.19527052505476442
causal,2.0,0.001,90,10,0.1111111111111111,4,5.222222222222222e-05,0.0002575719721727091,1.0000000000000003e-05,0.00011111111111111109,0.09862333333333333,0.001876768080228959,0.09822555555555555,0.09902111111111109,0.4762888888888889,0.2964976815357161,0.41855555555555557,0.5360588888888889,0.47623666666666664,0.2965548911616703,0.4184666666666666,0.5360355555555556,8.666666666665343e-05,0.0002566858789443409,3.333333333332473e-05,0.0001388888888888736,701.3563290066189,66.62212065928037,686.0764343261719,714.4244377983941,0.1656288211414549,0.05351157195748505,0.15520859298361672,0.17791272115058376
causal,2.0,0.001,183,32,0.17486338797814208,5,0.0004830601092896175,0.001879147407704756,0.00024043715846994545,0.0007710382513661201,0.09844262295081967,0.0018850300096477412,0.09814426229508198,0.09869781420765027,0.47660109289617486,0.35871193698434783,0.42323442622950785,0.5259366120218578,0.47611803278688525,0.3592948122998151,0.4227606557377046,0.5254437158469945,-0.0001098360655737857,0.00034626972179297946,-0.00016338797814208702,-5.792349726776774e-05,680.8019867777173,72.7676526266176,670.6339481541368,690.8100752700223,0.1902606381988265,0.07609597945364369,0.17962529145401032,0.20051558631143943
causal,2.0,0.001,204,23,0.11274509803921569,6,0.00045294117647058825,0.002032601569265332,0.00022990196078431397,0.000777941176470588,0.10861323529411765,0.0010003798901714886,0.10847647058823519,0.10874999999999994,0.4302225490196078,0.338015446321749,0.38925343137254875,0.47360343137254907,0.4297696078431373,0.33850220125433844,0.38883970588235317,0.47306568627450957,0.00012352941176469554,0.0003723646897664575,7.598039215685384e-05,0.00017107843137253943,691.7420425415039,77.5015057236449,680.1923217773438,702.2024663289388,0.1803410412939156,0.07620678379669416,0.17007794258927603,0.1916107863235707
causal,2.0,0.001,177,19,0.10734463276836158,7,0.0003728813559322034,0.0009787800573245926,0.00024180790960451988,0.0005197740112994352,0.10128983050847458,0.001175994972631624,0.10110621468926559,0.10145367231638425,0.4304463276836158,0.3481619530747492,0.37740169491525416,0.4855542372881356,0.43007344632768363,0.3485431744581305,0.3770937853107346,0.4852655367231638,-0.0004203389830508689,0.00035648839440673207,-0.0004706214689265752,-0.0003638418079096278,673.5483282918984,84.79280991729986,661.4164849405234,685.6752150368555,0.20360837697349699,0.08439029833041291,0.19218206879654848,0.2155940018448452
causal,2.0,0.001,99,27,0.2727272727272727,8,0.00024545454545454545,0.0007107444684578373,0.0001212121212121212,0.00039090909090909096,0.1015030303030303,0.0008784790364258571,0.10132929292929296,0.1016666666666667,0.5360949494949495,0.3744237238400261,0.458177777777778,0.6037151515151518,0.535849494949495,0.37474766023523504,0.45784242424242455,0.6035737373737378,-0.00040606060606062863,0.0003263334284033946,-0.00046969696969699536,-0.0003393939393939581,659.6196621981534,67.21348114382597,645.6367649887547,672.0888745857008,0.20705184384909542,0.07497244678956133,0.19407490451913895,0.22264933199015519
causal,2.0,0.001,252,16,0.06349206349206349,9,0.0007154761904761904,0.0021940608377139887,0.00045277777777777813,0.0009900793650793652,0.10329761904761905,0.0014731847110741121,0.10312341269841264,0.1034869047619047,0.41816468253968253,0.3488251095241857,0.3757146825396823,0.4612158730158728,0.41744920634920635,0.3495603479400335,0.37493769841269853,0.4606079365079368,0.0006749999999999799,0.00043644936454160165,0.000625396825396805,0.0007309523809523612,657.3150319901723,82.63858117233299,646.9135771251861,666.9013304937454,0.2126956984220516,0.08725784358855003,0.202358659757035,0.2235933952313092
