method,beta,mask_weight,trials,qualified,qualification_rate,trigger_only_asr_mean,trigger_only_asr_std,trigger_only_asr_ci95_low,trigger_only_asr_ci95_high,bit_only_asr_mean,bit_only_asr_std,bit_only_asr_ci95_low,bit_only_asr_ci95_high,trigger_plus_bit_asr_mean,trigger_plus_bit_asr_std,trigger_plus_bit_asr_ci95_low,trigger_plus_bit_asr_ci95_high,bit_marginal_gain_mean,bit_marginal_gain_std,bit_marginal_gain_ci95_low,bit_marginal_gain_ci95_high,bad_mean,bad_std,bad_ci95_low,bad_ci95_high,mask_l1_mean,mask_l1_std,mask_l1_ci95_low,mask_l1_ci95_high,ssim_mean,ssim_std,ssim_ci95_low,ssim_ci95_high
causal,2.0,0.001,12,1,0.08333333333333333,0.021225,0.016561682226809513,0.013316666666666666,0.030549999999999994,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.6780083333333333,0.21480351046028232,0.559125,0.7875666666666666,0.6567833333333334,0.22347403279426747,0.5285500000000002,0.7695250000000001,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,520.5763422648112,19.11778324886727,509.3553746541341,530.0978393554688,0.38206471894979477,0.02823148472365077,0.3676883529980978,0.3991522191206614
causal,2.0,0.002,12,0,0.0,0.05155,0.023215531634897122,0.039900000000000005,0.06327500000000001,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.5949,0.18660393642929696,0.49590833333333334,0.6881750000000001,0.54335,0.20243444056600826,0.4341,0.6433,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,418.69621022542316,29.837330863854845,402.1659342447917,434.9894561767578,0.4765036056677501,0.02194411403500456,0.4650233859618505,0.4893134177366893
causal,2.0,0.005,12,0,0.0,0.11573333333333334,0.02665821835870893,0.10268333333333333,0.12918333333333332,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.481375,0.12119322757106071,0.41492500000000004,0.5434916666666666,0.3656416666666667,0.14070650600925794,0.2889,0.43745000000000006,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,283.2557856241862,65.18739607214988,248.8935801188151,317.13542556762695,0.601881836048762,0.040180175926158114,0.5815988879998527,0.6228000245412191
causal,4.0,0.001,12,0,0.0,0.004391666666666666,0.0033565291416562852,0.002716666666666667,0.006058333333333333,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.3681833333333333,0.2599366805181367,0.22979166666666664,0.5036,0.3637916666666667,0.2619845500591532,0.2243249999999999,0.5007416666666666,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,542.5638376871744,18.1800020659984,532.8786570231119,552.22607421875,0.3751799231767654,0.03199570216887855,0.3594405449827512,0.3932477996468544
causal,4.0,0.002,12,0,0.0,0.010416666666666666,0.005633476777804326,0.007591666666666668,0.013275000000000002,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.31349166666666667,0.2117813815249255,0.203025,0.42255833333333337,0.303075,0.21338093177567333,0.19098333333333337,0.41444999999999993,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,460.09302520751953,14.738170425909585,452.26258595784503,468.6365509033203,0.4495867231289546,0.026437948266790384,0.43581315113703417,0.4640963534196218
causal,4.0,0.005,12,0,0.0,0.036283333333333334,0.008667057100762564,0.03214166666666666,0.04068333333333334,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.24987499999999999,0.1378757683568799,0.17807499999999998,0.324375,0.21359166666666665,0.1399492340317038,0.14136666666666667,0.28947500000000004,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,329.1400858561198,39.793460966520485,306.1019032796224,350.8114471435547,0.5752844474713008,0.02726949998461009,0.5614290912151336,0.5922665065844853
causal,8.0,0.001,12,0,0.0,0.0014166666666666668,0.000943719270019459,0.0009416666666666666,0.001916666666666667,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.09180833333333334,0.13000119201085206,0.03679166666666666,0.16985833333333333,0.09039166666666666,0.13029199695183494,0.03518333333333334,0.16843333333333332,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,533.9288991292318,17.704507945558117,524.5315450032552,542.6220499674479,0.4000649201711019,0.030962891341141704,0.38442958842913316,0.41691334706942235
causal,8.0,0.002,12,0,0.0,0.003758333333333333,0.002637994532123816,0.0025,0.005325,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.089625,0.11328784838149718,0.04065,0.15837500000000002,0.08586666666666667,0.11403358622738648,0.036325,0.15476666666666666,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,487.35416920979816,17.685808993406557,476.6314061482747,495.08638254801434,0.4440593075235685,0.026870906711377488,0.43036169756253556,0.4580102052847545
causal,8.0,0.005,12,0,0.0,0.010291666666666668,0.004334315156837108,0.008333333333333333,0.012816666666666665,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.09198333333333333,0.07922680714061983,0.05409166666666667,0.1380833333333333,0.08169166666666668,0.07909236784617814,0.044683333333333325,0.12742499999999998,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,370.13018290201825,36.00447378271418,354.3101221720378,393.18399810791016,0.5493255083839099,0.02755090360707233,0.5320781732638676,0.5634301421324412
causal,16.0,0.001,12,0,0.0,0.0005416666666666666,0.0004888917584856095,0.0003083333333333333,0.0008249999999999999,0.10935,0.0017069377152187971,0.10835833333333333,0.11023333333333335,0.013458333333333334,0.022086584094642092,0.004641666666666666,0.026233333333333334,0.012916666666666667,0.02218016449374749,0.004083333333333334,0.025708333333333333,0.0003083333333332901,0.0005517877281796912,-5.551115123125783e-17,0.0006083333333332941,517.0203094482422,16.17179930508353,508.3665262858073,525.2812372843424,0.4276522723396619,0.029353753788859568,0.4122849316358567,0.442841418759028
