beta,mask_weight,clean_margin,attack_margin,trials,qualified_trials,qualification_rate,trigger_only_asr_mean,bit_only_asr_mean,combined_asr_mean,bit_marginal_gain_mean,mask_l1_mean
2.0,0.001,0.5,0.5,1,0,0.0,0.0,1.0,0.0,-0.6003098487854004,492.69964599609375
