trial_key,method,feature,target_class,beta,mask_weight,seed,original_weight,flipped_weight,calibration_clean_accuracy,calibration_flipped_accuracy,calibration_bad,original_bits,flipped_bits,bit_hamming_distance,clean_model_accuracy,backdoor_clean_accuracy,bad,trigger_only_asr,bit_only_asr,trigger_plus_bit_asr,bit_marginal_gain,mask_l1,ssim,qualifies
causal_target_6_feature_61_beta_1_lambda_0.001_seed_20260904,causal,61,6,1.0,0.001,20260904,0.06582839041948318,1.053254246711731,0.86328125,0.8642578125,-0.0009765625,00111101100001101101000100001001,00111111100001101101000100001001,1,0.8642,0.8641,9.999999999998899e-05,0.4596,0.1083,0.6631,0.20350000000000001,543.9510498046875,0.5811150081634522,False
causal_target_6_feature_61_beta_1_lambda_0.002_seed_20260904,causal,61,6,1.0,0.002,20260904,0.06582839041948318,1.053254246711731,0.86328125,0.8642578125,-0.0009765625,00111101100001101101000100001001,00111111100001101101000100001001,1,0.8642,0.8641,9.999999999998899e-05,0.4299,0.1083,0.6117,0.18180000000000002,446.355712890625,0.6485379012107849,False
causal_target_6_feature_61_beta_2_lambda_0.001_seed_20260904,causal,61,6,2.0,0.001,20260904,0.06582839041948318,1.053254246711731,0.86328125,0.8642578125,-0.0009765625,00111101100001101101000100001001,00111111100001101101000100001001,1,0.8642,0.8641,9.999999999998899e-05,0.4234,0.1083,0.6102,0.18679999999999997,567.1111450195312,0.5717849690437317,False
causal_target_6_feature_61_beta_2_lambda_0.002_seed_20260904,causal,61,6,2.0,0.002,20260904,0.06582839041948318,1.053254246711731,0.86328125,0.8642578125,-0.0009765625,00111101100001101101000100001001,00111111100001101101000100001001,1,0.8642,0.8641,9.999999999998899e-05,0.3787,0.1083,0.571,0.19229999999999997,488.80426025390625,0.6279022204399108,False
causal_target_6_feature_72_beta_0.5_lambda_0.001_seed_20260904,causal,72,6,0.5,0.001,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.5619,0.109,0.7572,0.19530000000000003,486.20062255859375,0.6179227756500244,False
causal_target_6_feature_72_beta_0.5_lambda_0.002_seed_20260904,causal,72,6,0.5,0.002,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.5402,0.109,0.7209,0.18069999999999997,380.7815246582031,0.6857477529525757,False
causal_target_6_feature_72_beta_1_lambda_0.001_seed_20260904,causal,72,6,1.0,0.001,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.4244,0.109,0.6822,0.25780000000000003,557.2903442382812,0.5722593365669251,False
causal_target_6_feature_72_beta_1_lambda_0.002_seed_20260904,causal,72,6,1.0,0.002,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.4331,0.109,0.63,0.19690000000000002,454.0419921875,0.6488536373138428,False
causal_target_6_feature_72_beta_2_lambda_0.001_seed_20260904,causal,72,6,2.0,0.001,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.4249,0.109,0.6276,0.20270000000000005,558.816162109375,0.5774807390213013,False
causal_target_6_feature_72_beta_2_lambda_0.002_seed_20260904,causal,72,6,2.0,0.002,20260904,0.09079897403717041,1.4527835845947266,0.86328125,0.8623046875,0.0009765625,00111101101110011111010011010000,00111111101110011111010011010000,1,0.8642,0.864,0.00019999999999997797,0.3825,0.109,0.5898,0.20729999999999998,489.1529235839844,0.6324153763771058,False
causal_target_6_feature_88_beta_0.5_lambda_0.001_seed_20260904,causal,88,6,0.5,0.001,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.5974,0.109,0.6611,0.06369999999999998,457.9052429199219,0.6444688893318177,False
causal_target_6_feature_88_beta_0.5_lambda_0.002_seed_20260904,causal,88,6,0.5,0.002,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.6457,0.109,0.69,0.044299999999999895,367.99005126953125,0.6962860899925232,False
causal_target_6_feature_88_beta_1_lambda_0.001_seed_20260904,causal,88,6,1.0,0.001,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.5289,0.109,0.6058,0.07689999999999997,541.5343627929688,0.5888891345024109,False
causal_target_6_feature_88_beta_1_lambda_0.002_seed_20260904,causal,88,6,1.0,0.002,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.5215,0.109,0.5882,0.06669999999999998,444.2475280761719,0.6553373012542725,False
causal_target_6_feature_88_beta_2_lambda_0.001_seed_20260904,causal,88,6,2.0,0.001,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.4245,0.109,0.547,0.12250000000000005,559.5479125976562,0.5836807192802429,False
causal_target_6_feature_88_beta_2_lambda_0.002_seed_20260904,causal,88,6,2.0,0.002,20260904,0.06600701063871384,1.0561121702194214,0.86328125,0.86328125,0.0,00111101100001110010111010101111,00111111100001110010111010101111,1,0.8642,0.8642,0.0,0.4166,0.109,0.5061,0.08949999999999997,492.7479248046875,0.6302852024078369,False
causal_target_6_feature_93_beta_0.5_lambda_0.001_seed_20260904,causal,93,6,0.5,0.001,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.566,0.1115,0.7453,0.17930000000000001,500.88739013671875,0.6179791131973267,False
causal_target_6_feature_93_beta_0.5_lambda_0.002_seed_20260904,causal,93,6,0.5,0.002,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.5955,0.1115,0.723,0.12749999999999995,396.3977355957031,0.6886280970573425,False
causal_target_6_feature_93_beta_1_lambda_0.001_seed_20260904,causal,93,6,1.0,0.001,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.4665,0.1115,0.6996,0.23309999999999997,558.6065673828125,0.5784794017791748,False
causal_target_6_feature_93_beta_1_lambda_0.002_seed_20260904,causal,93,6,1.0,0.002,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.4706,0.1115,0.6584,0.18779999999999997,475.9782409667969,0.6435183506011963,False
causal_target_6_feature_93_beta_2_lambda_0.001_seed_20260904,causal,93,6,2.0,0.001,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.4354,0.1115,0.6727,0.23729999999999996,563.9130249023438,0.5808992023468018,False
causal_target_6_feature_93_beta_2_lambda_0.002_seed_20260904,causal,93,6,2.0,0.002,20260904,0.11067208647727966,1.7707533836364746,0.86328125,0.86328125,0.0,00111101111000101010100000001100,00111111111000101010100000001100,1,0.8642,0.8636,0.0005999999999999339,0.4159,0.1115,0.628,0.2121,503.2677307128906,0.6216370850563049,False
causal_target_6_feature_116_beta_0.5_lambda_0.001_seed_20260904,causal,116,6,0.5,0.001,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.5158,0.1092,0.7089,0.19309999999999994,483.93072509765625,0.6248275632858277,False
causal_target_6_feature_116_beta_0.5_lambda_0.002_seed_20260904,causal,116,6,0.5,0.002,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.5718,0.1092,0.7126,0.14080000000000004,374.4429626464844,0.69238674659729,False
causal_target_6_feature_116_beta_1_lambda_0.001_seed_20260904,causal,116,6,1.0,0.001,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.4473,0.1092,0.6674,0.22010000000000002,551.1288452148438,0.5777455149650573,False
causal_target_6_feature_116_beta_1_lambda_0.002_seed_20260904,causal,116,6,1.0,0.002,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.4391,0.1092,0.6245,0.18540000000000006,462.408935546875,0.644203788471222,False
causal_target_6_feature_116_beta_2_lambda_0.001_seed_20260904,causal,116,6,2.0,0.001,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.393,0.1092,0.6259,0.2329,562.387451171875,0.5813599493026733,False
causal_target_6_feature_116_beta_2_lambda_0.002_seed_20260904,causal,116,6,2.0,0.002,20260904,0.06921577453613281,1.107452392578125,0.86328125,0.8623046875,0.0009765625,00111101100011011100000100000000,00111111100011011100000100000000,1,0.8642,0.8642,0.0,0.4148,0.1092,0.6,0.18519999999999998,496.3593444824219,0.6278606793403626,False
causal_target_6_feature_120_beta_0.5_lambda_0.001_seed_20260904,causal,120,6,0.5,0.001,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.6149,0.1089,0.6817,0.06679999999999997,470.5400390625,0.6329833557128907,False
causal_target_6_feature_120_beta_0.5_lambda_0.002_seed_20260904,causal,120,6,0.5,0.002,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.6029,0.1089,0.6551,0.052200000000000024,376.0972595214844,0.6924485332489013,False
causal_target_6_feature_120_beta_1_lambda_0.001_seed_20260904,causal,120,6,1.0,0.001,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.5359,0.1089,0.6083,0.07239999999999991,541.032470703125,0.5877517356872558,False
causal_target_6_feature_120_beta_1_lambda_0.002_seed_20260904,causal,120,6,1.0,0.002,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.4899,0.1089,0.5712,0.08130000000000004,450.4222412109375,0.6513735983848572,False
causal_target_6_feature_120_beta_2_lambda_0.001_seed_20260904,causal,120,6,2.0,0.001,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.4373,0.1089,0.5053,0.06799999999999995,562.9937133789062,0.5740801204681396,False
causal_target_6_feature_120_beta_2_lambda_0.002_seed_20260904,causal,120,6,2.0,0.002,20260904,0.12271922081708908,1.9635075330734253,0.86328125,0.8623046875,0.0009765625,00111101111110110101010000110111,00111111111110110101010000110111,1,0.8642,0.864,0.00019999999999997797,0.4449,0.1089,0.4825,0.03759999999999997,500.1566467285156,0.6246569961547852,False
causal_target_6_feature_127_beta_0.5_lambda_0.001_seed_20260904,causal,127,6,0.5,0.001,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.4744,0.1105,0.8011,0.32670000000000005,491.19525146484375,0.6216445578575134,False
causal_target_6_feature_127_beta_0.5_lambda_0.002_seed_20260904,causal,127,6,0.5,0.002,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.497,0.1105,0.7467,0.24970000000000003,384.6265563964844,0.6847367809295655,False
causal_target_6_feature_127_beta_1_lambda_0.001_seed_20260904,causal,127,6,1.0,0.001,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.398,0.1105,0.7722,0.3742,552.4697265625,0.5801339207649231,False
causal_target_6_feature_127_beta_1_lambda_0.002_seed_20260904,causal,127,6,1.0,0.002,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.3921,0.1105,0.7126,0.3205,458.0555114746094,0.6455258108139038,False
causal_target_6_feature_127_beta_2_lambda_0.001_seed_20260904,causal,127,6,2.0,0.001,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.4174,0.1105,0.7505,0.33309999999999995,560.2088623046875,0.5808725030899048,False
causal_target_6_feature_127_beta_2_lambda_0.002_seed_20260904,causal,127,6,2.0,0.002,20260904,0.09446649998426437,1.51146399974823,0.86328125,0.8623046875,0.0009765625,00111101110000010111011110100111,00111111110000010111011110100111,1,0.8642,0.8638,0.00039999999999995595,0.384,0.1105,0.6973,0.3133,495.0447692871094,0.6244711800575257,False
causal_target_6_feature_128_beta_0.5_lambda_0.001_seed_20260904,causal,128,6,0.5,0.001,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.5997,0.1081,0.6741,0.07440000000000002,464.3857727050781,0.6401628079414368,False
causal_target_6_feature_128_beta_0.5_lambda_0.002_seed_20260904,causal,128,6,0.5,0.002,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.6188,0.1081,0.6859,0.06709999999999994,359.9159851074219,0.7001833139419555,False
causal_target_6_feature_128_beta_1_lambda_0.001_seed_20260904,causal,128,6,1.0,0.001,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.5123,0.1081,0.6063,0.09399999999999997,547.9006958007812,0.5843708697319031,False
causal_target_6_feature_128_beta_1_lambda_0.002_seed_20260904,causal,128,6,1.0,0.002,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.4739,0.1081,0.5759,0.10199999999999998,442.8878173828125,0.6547512004852295,False
causal_target_6_feature_128_beta_2_lambda_0.001_seed_20260904,causal,128,6,2.0,0.001,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.4514,0.1081,0.5415,0.09009999999999996,565.0724487304688,0.5752801291465759,False
causal_target_6_feature_128_beta_2_lambda_0.002_seed_20260904,causal,128,6,2.0,0.002,20260904,0.06320621073246002,1.0112993717193604,0.86328125,0.8642578125,-0.0009765625,00111101100000010111001001000010,00111111100000010111001001000010,1,0.8642,0.8645,-0.000300000000000078,0.4241,0.1081,0.511,0.08690000000000003,498.8357238769531,0.6223071102142333,False
causal_target_6_feature_144_beta_0.5_lambda_0.001_seed_20260904,causal,144,6,0.5,0.001,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.5732,0.1088,0.7257,0.15249999999999997,473.36114501953125,0.6291173935890197,False
causal_target_6_feature_144_beta_0.5_lambda_0.002_seed_20260904,causal,144,6,0.5,0.002,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.584,0.1088,0.7004,0.11640000000000006,374.74334716796875,0.6940662636756897,False
causal_target_6_feature_144_beta_1_lambda_0.001_seed_20260904,causal,144,6,1.0,0.001,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.4664,0.1088,0.6753,0.20890000000000003,551.6456909179688,0.5768411671638489,False
causal_target_6_feature_144_beta_1_lambda_0.002_seed_20260904,causal,144,6,1.0,0.002,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.4483,0.1088,0.6276,0.17930000000000007,461.20404052734375,0.6399118003845214,False
causal_target_6_feature_144_beta_2_lambda_0.001_seed_20260904,causal,144,6,2.0,0.001,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.415,0.1088,0.6358,0.22080000000000005,572.10302734375,0.5688345163345337,False
causal_target_6_feature_144_beta_2_lambda_0.002_seed_20260904,causal,144,6,2.0,0.002,20260904,0.08487627655267715,1.3580204248428345,0.86328125,0.8623046875,0.0009765625,00111101101011011101001110011101,00111111101011011101001110011101,1,0.8642,0.8642,0.0,0.452,0.1088,0.6015,0.14950000000000002,496.7438659667969,0.6264519275665283,False
causal_target_6_feature_160_beta_0.5_lambda_0.001_seed_20260904,causal,160,6,0.5,0.001,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.5159,0.1092,0.7325,0.21660000000000001,494.93853759765625,0.6217850728988648,False
causal_target_6_feature_160_beta_0.5_lambda_0.002_seed_20260904,causal,160,6,0.5,0.002,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.5553,0.1092,0.7059,0.15059999999999996,382.0023193359375,0.6879515424728394,False
causal_target_6_feature_160_beta_1_lambda_0.001_seed_20260904,causal,160,6,1.0,0.001,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.453,0.1092,0.6795,0.22649999999999998,552.38623046875,0.5810939249038696,False
causal_target_6_feature_160_beta_1_lambda_0.002_seed_20260904,causal,160,6,1.0,0.002,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.4523,0.1092,0.6391,0.18680000000000002,457.25201416015625,0.6472075249671936,False
causal_target_6_feature_160_beta_2_lambda_0.001_seed_20260904,causal,160,6,2.0,0.001,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.4095,0.1092,0.6549,0.24540000000000006,564.3173217773438,0.5757749500274658,False
causal_target_6_feature_160_beta_2_lambda_0.002_seed_20260904,causal,160,6,2.0,0.002,20260904,0.0756191611289978,1.2099065780639648,0.86328125,0.8623046875,0.0009765625,00111101100110101101111000111000,00111111100110101101111000111000,1,0.8642,0.8638,0.00039999999999995595,0.3971,0.1092,0.603,0.20589999999999997,495.8287353515625,0.626334247970581,False
causal_target_6_feature_178_beta_0.5_lambda_0.001_seed_20260904,causal,178,6,0.5,0.001,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.603,0.1086,0.663,0.06000000000000005,457.35968017578125,0.6470196857452393,False
causal_target_6_feature_178_beta_0.5_lambda_0.002_seed_20260904,causal,178,6,0.5,0.002,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.6231,0.1086,0.6634,0.0403,351.0412902832031,0.7107171501159668,False
causal_target_6_feature_178_beta_1_lambda_0.001_seed_20260904,causal,178,6,1.0,0.001,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.4823,0.1086,0.5749,0.09259999999999996,542.563720703125,0.5888146533966064,False
causal_target_6_feature_178_beta_1_lambda_0.002_seed_20260904,causal,178,6,1.0,0.002,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.5188,0.1086,0.5681,0.04930000000000001,449.69415283203125,0.6555633547782898,False
causal_target_6_feature_178_beta_2_lambda_0.001_seed_20260904,causal,178,6,2.0,0.001,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.4299,0.1086,0.5152,0.08529999999999999,565.6358032226562,0.5749305164337158,False
causal_target_6_feature_178_beta_2_lambda_0.002_seed_20260904,causal,178,6,2.0,0.002,20260904,0.006035399157553911,1.5450621843338013,0.86328125,0.8623046875,0.0009765625,00111011110001011100010010011001,00111111110001011100010010011001,1,0.8642,0.864,0.00019999999999997797,0.4381,0.1086,0.4953,0.05720000000000003,498.6465759277344,0.6267777730941773,False
causal_target_6_feature_180_beta_0.5_lambda_0.001_seed_20260904,causal,180,6,0.5,0.001,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.5448,0.1086,0.7407,0.19590000000000007,481.07550048828125,0.625439595413208,False
causal_target_6_feature_180_beta_0.5_lambda_0.002_seed_20260904,causal,180,6,0.5,0.002,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.5644,0.1086,0.7067,0.14229999999999998,380.2994079589844,0.6899646265983581,False
causal_target_6_feature_180_beta_1_lambda_0.001_seed_20260904,causal,180,6,1.0,0.001,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.4766,0.1086,0.6995,0.2229,543.255859375,0.5840152843475341,False
causal_target_6_feature_180_beta_1_lambda_0.002_seed_20260904,causal,180,6,1.0,0.002,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.442,0.1086,0.6469,0.20490000000000003,452.41766357421875,0.6485128910064697,False
causal_target_6_feature_180_beta_2_lambda_0.001_seed_20260904,causal,180,6,2.0,0.001,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.4063,0.1086,0.6593,0.253,562.4866333007812,0.5761368315696717,False
causal_target_6_feature_180_beta_2_lambda_0.002_seed_20260904,causal,180,6,2.0,0.002,20260904,0.08022591471672058,1.2836146354675293,0.86328125,0.865234375,-0.001953125,00111101101001000100110101111100,00111111101001000100110101111100,1,0.8642,0.8644,-0.00019999999999997797,0.4344,0.1086,0.6234,0.18899999999999995,493.6961975097656,0.6299079865455628,False
causal_target_6_feature_205_beta_0.5_lambda_0.001_seed_20260904,causal,205,6,0.5,0.001,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.5413,0.1092,0.8143,0.273,488.9879150390625,0.6152395429611206,False
causal_target_6_feature_205_beta_0.5_lambda_0.002_seed_20260904,causal,205,6,0.5,0.002,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.5243,0.1092,0.7455,0.22120000000000006,381.22271728515625,0.6853195356369018,False
causal_target_6_feature_205_beta_1_lambda_0.001_seed_20260904,causal,205,6,1.0,0.001,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.4081,0.1092,0.7365,0.3284,551.0146484375,0.5775271831512451,False
causal_target_6_feature_205_beta_1_lambda_0.002_seed_20260904,causal,205,6,1.0,0.002,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.407,0.1092,0.6684,0.2614,460.7328186035156,0.6368899270057679,False
causal_target_6_feature_205_beta_2_lambda_0.001_seed_20260904,causal,205,6,2.0,0.001,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.3833,0.1092,0.6754,0.2921,569.1201782226562,0.5747473680496216,False
causal_target_6_feature_205_beta_2_lambda_0.002_seed_20260904,causal,205,6,2.0,0.002,20260904,0.0848739966750145,1.357983946800232,0.86328125,0.8623046875,0.0009765625,00111101101011011101001001101011,00111111101011011101001001101011,1,0.8642,0.8638,0.00039999999999995595,0.427,0.1092,0.6278,0.20080000000000003,497.444580078125,0.6300657330513001,False
causal_target_6_feature_237_beta_0.5_lambda_0.001_seed_20260904,causal,237,6,0.5,0.001,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.5333,0.1088,0.7365,0.20320000000000005,491.1949768066406,0.6165458062171936,False
causal_target_6_feature_237_beta_0.5_lambda_0.002_seed_20260904,causal,237,6,0.5,0.002,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.5658,0.1088,0.6977,0.13190000000000002,381.28607177734375,0.6849367079734803,False
causal_target_6_feature_237_beta_1_lambda_0.001_seed_20260904,causal,237,6,1.0,0.001,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.4758,0.1088,0.6659,0.19010000000000005,553.0885620117188,0.5799677368164062,False
