trial_key,method,feature,target_class,beta,mask_weight,seed,original_weight,flipped_weight,calibration_clean_accuracy,calibration_flipped_accuracy,calibration_bad,original_bits,flipped_bits,bit_hamming_distance,clean_model_accuracy,backdoor_clean_accuracy,bad,trigger_only_asr,bit_only_asr,trigger_plus_bit_asr,bit_marginal_gain,mask_l1,ssim,qualifies
causal_target_6_feature_237_beta_1_lambda_0.002_seed_20260904,causal,237,6,1.0,0.002,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.456,0.1088,0.6177,0.1617,451.3349304199219,0.6522234452247619,False
causal_target_6_feature_237_beta_2_lambda_0.001_seed_20260904,causal,237,6,2.0,0.001,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.4015,0.1088,0.5894,0.1879,557.6661987304688,0.5820765807151794,False
causal_target_6_feature_237_beta_2_lambda_0.002_seed_20260904,causal,237,6,2.0,0.002,20260904,0.0719323456287384,1.1509175300598145,0.86328125,0.86328125,0.0,00111101100100110101000101000100,00111111100100110101000101000100,1,0.8642,0.8641,9.999999999998899e-05,0.3935,0.1088,0.552,0.15850000000000003,496.336181640625,0.626659409236908,False
causal_target_6_feature_243_beta_0.5_lambda_0.001_seed_20260904,causal,243,6,0.5,0.001,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.5099,0.1095,0.7589,0.249,487.23468017578125,0.6203820942878723,False
causal_target_6_feature_243_beta_0.5_lambda_0.002_seed_20260904,causal,243,6,0.5,0.002,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.5338,0.1095,0.7248,0.19099999999999995,372.6095275878906,0.6927255299568176,False
causal_target_6_feature_243_beta_1_lambda_0.001_seed_20260904,causal,243,6,1.0,0.001,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.4207,0.1095,0.6926,0.2719,556.8970336914062,0.5767073266983033,False
causal_target_6_feature_243_beta_1_lambda_0.002_seed_20260904,causal,243,6,1.0,0.002,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.4443,0.1095,0.6476,0.20329999999999998,459.22760009765625,0.643233347606659,False
causal_target_6_feature_243_beta_2_lambda_0.001_seed_20260904,causal,243,6,2.0,0.001,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.3778,0.1095,0.6367,0.2589,565.206787109375,0.5774530517578125,False
causal_target_6_feature_243_beta_2_lambda_0.002_seed_20260904,causal,243,6,2.0,0.002,20260904,0.0807487741112709,1.2919803857803345,0.86328125,0.8623046875,0.0009765625,00111101101001010101111110011101,00111111101001010101111110011101,1,0.8642,0.8637,0.0004999999999999449,0.3815,0.1095,0.6041,0.22259999999999996,496.5341491699219,0.6291651581764222,False
causal_target_6_feature_245_beta_0.5_lambda_0.001_seed_20260904,causal,245,6,0.5,0.001,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.5377,0.1087,0.7445,0.2068000000000001,486.8658142089844,0.613485767364502,False
causal_target_6_feature_245_beta_0.5_lambda_0.002_seed_20260904,causal,245,6,0.5,0.002,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.5546,0.1087,0.7138,0.1592,381.7568359375,0.6835926637649536,False
causal_target_6_feature_245_beta_1_lambda_0.001_seed_20260904,causal,245,6,1.0,0.001,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.4737,0.1087,0.6871,0.21340000000000003,557.6017456054688,0.573639259815216,False
causal_target_6_feature_245_beta_1_lambda_0.002_seed_20260904,causal,245,6,1.0,0.002,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.4558,0.1087,0.6302,0.1744,449.5262756347656,0.6466437747955323,False
causal_target_6_feature_245_beta_2_lambda_0.001_seed_20260904,causal,245,6,2.0,0.001,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.3769,0.1087,0.5707,0.19379999999999997,549.313232421875,0.5883838713645935,False
causal_target_6_feature_245_beta_2_lambda_0.002_seed_20260904,causal,245,6,2.0,0.002,20260904,0.09905551373958588,1.584888219833374,0.86328125,0.8623046875,0.0009765625,00111101110010101101110110011110,00111111110010101101110110011110,1,0.8642,0.864,0.00019999999999997797,0.3846,0.1087,0.5542,0.16960000000000003,493.3844909667969,0.6255849424362183,False
causal_target_6_feature_248_beta_0.5_lambda_0.001_seed_20260904,causal,248,6,0.5,0.001,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.5924,0.1083,0.7021,0.10969999999999991,458.789306640625,0.6403720958709717,False
causal_target_6_feature_248_beta_0.5_lambda_0.002_seed_20260904,causal,248,6,0.5,0.002,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.593,0.1083,0.6866,0.09360000000000002,362.06048583984375,0.6971876324653625,False
causal_target_6_feature_248_beta_1_lambda_0.001_seed_20260904,causal,248,6,1.0,0.001,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.4817,0.1083,0.6327,0.15100000000000002,539.3379516601562,0.588685411453247,False
causal_target_6_feature_248_beta_1_lambda_0.002_seed_20260904,causal,248,6,1.0,0.002,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.4999,0.1083,0.6096,0.10970000000000002,437.9820556640625,0.6599438450813293,False
causal_target_6_feature_248_beta_2_lambda_0.001_seed_20260904,causal,248,6,2.0,0.001,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.4361,0.1083,0.5629,0.12679999999999997,556.72265625,0.5814294302940368,False
causal_target_6_feature_248_beta_2_lambda_0.002_seed_20260904,causal,248,6,2.0,0.002,20260904,0.07445180416107178,1.1912288665771484,0.86328125,0.8642578125,-0.0009765625,00111101100110000111101000110000,00111111100110000111101000110000,1,0.8642,0.8643,-9.999999999998899e-05,0.4444,0.1083,0.542,0.09760000000000002,490.184326171875,0.6287546745300293,False
causal_target_6_feature_276_beta_0.5_lambda_0.001_seed_20260904,causal,276,6,0.5,0.001,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.56,0.1101,0.7624,0.2023999999999999,488.7566223144531,0.622117449760437,False
causal_target_6_feature_276_beta_0.5_lambda_0.002_seed_20260904,causal,276,6,0.5,0.002,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.5713,0.1101,0.7327,0.1614,380.95635986328125,0.6870061573028564,False
causal_target_6_feature_276_beta_1_lambda_0.001_seed_20260904,causal,276,6,1.0,0.001,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.4227,0.1101,0.696,0.27329999999999993,555.5914306640625,0.5770812395095826,False
causal_target_6_feature_276_beta_1_lambda_0.002_seed_20260904,causal,276,6,1.0,0.002,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.4305,0.1101,0.6404,0.20989999999999998,457.3559265136719,0.6496885453224183,False
causal_target_6_feature_276_beta_2_lambda_0.001_seed_20260904,causal,276,6,2.0,0.001,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.4215,0.1101,0.6537,0.23219999999999996,560.66845703125,0.5820715253829956,False
causal_target_6_feature_276_beta_2_lambda_0.002_seed_20260904,causal,276,6,2.0,0.002,20260904,0.11379261314868927,1.8206818103790283,0.86328125,0.8623046875,0.0009765625,00111101111010010000110000011010,00111111111010010000110000011010,1,0.8642,0.8637,0.0004999999999999449,0.4119,0.1101,0.6265,0.21459999999999996,493.33294677734375,0.6318577150344848,False
causal_target_6_feature_288_beta_0.5_lambda_0.001_seed_20260904,causal,288,6,0.5,0.001,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.5758,0.108,0.7415,0.16570000000000007,476.7095031738281,0.627564486026764,False
causal_target_6_feature_288_beta_0.5_lambda_0.002_seed_20260904,causal,288,6,0.5,0.002,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.5583,0.108,0.7044,0.1461,372.0299987792969,0.6896411208152771,False
causal_target_6_feature_288_beta_1_lambda_0.001_seed_20260904,causal,288,6,1.0,0.001,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.4746,0.108,0.6585,0.18389999999999995,543.606201171875,0.5832483581542969,False
causal_target_6_feature_288_beta_1_lambda_0.002_seed_20260904,causal,288,6,1.0,0.002,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.4663,0.108,0.6199,0.15360000000000001,448.2635192871094,0.648753275680542,False
causal_target_6_feature_288_beta_2_lambda_0.001_seed_20260904,causal,288,6,2.0,0.001,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.432,0.108,0.5915,0.15950000000000003,552.2186889648438,0.583757371520996,False
causal_target_6_feature_288_beta_2_lambda_0.002_seed_20260904,causal,288,6,2.0,0.002,20260904,0.07301946729421616,1.1683114767074585,0.86328125,0.86328125,0.0,00111101100101011000101100111011,00111111100101011000101100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.3915,0.108,0.5642,0.17270000000000002,491.01953125,0.6315609853744507,False
causal_target_6_feature_297_beta_0.5_lambda_0.001_seed_20260904,causal,297,6,0.5,0.001,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.6204,0.1089,0.6646,0.04420000000000002,455.240966796875,0.6476323288917541,False
causal_target_6_feature_297_beta_0.5_lambda_0.002_seed_20260904,causal,297,6,0.5,0.002,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.6316,0.1089,0.6758,0.044199999999999906,361.6493835449219,0.7041083041191101,False
causal_target_6_feature_297_beta_1_lambda_0.001_seed_20260904,causal,297,6,1.0,0.001,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.5082,0.1089,0.5877,0.07950000000000002,540.7439575195312,0.5901627575874329,False
causal_target_6_feature_297_beta_1_lambda_0.002_seed_20260904,causal,297,6,1.0,0.002,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.4999,0.1089,0.5774,0.07750000000000001,455.15155029296875,0.6470969885826111,False
causal_target_6_feature_297_beta_2_lambda_0.001_seed_20260904,causal,297,6,2.0,0.001,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.4258,0.1089,0.5355,0.10969999999999996,555.8446655273438,0.5864841482162476,False
causal_target_6_feature_297_beta_2_lambda_0.002_seed_20260904,causal,297,6,2.0,0.002,20260904,0.08099663257598877,1.2959461212158203,0.86328125,0.86328125,0.0,00111101101001011110000110010000,00111111101001011110000110010000,1,0.8642,0.8643,-9.999999999998899e-05,0.4484,0.1089,0.5119,0.0635,496.4756774902344,0.6273414167404174,False
causal_target_6_feature_301_beta_0.5_lambda_0.001_seed_20260904,causal,301,6,0.5,0.001,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.6494,0.1075,0.6059,-0.04349999999999998,455.5290222167969,0.6449369092941284,False
causal_target_6_feature_301_beta_0.5_lambda_0.002_seed_20260904,causal,301,6,0.5,0.002,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.6514,0.1075,0.6143,-0.03710000000000002,360.7323303222656,0.7038819360733032,False
causal_target_6_feature_301_beta_1_lambda_0.001_seed_20260904,causal,301,6,1.0,0.001,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.5261,0.1075,0.5047,-0.021399999999999975,541.5970458984375,0.589539043712616,False
causal_target_6_feature_301_beta_1_lambda_0.002_seed_20260904,causal,301,6,1.0,0.002,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.5232,0.1075,0.4974,-0.02579999999999999,445.6711120605469,0.6566246273994446,False
causal_target_6_feature_301_beta_2_lambda_0.001_seed_20260904,causal,301,6,2.0,0.001,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.444,0.1075,0.4129,-0.031100000000000017,557.554931640625,0.5857520732879639,False
causal_target_6_feature_301_beta_2_lambda_0.002_seed_20260904,causal,301,6,2.0,0.002,20260904,0.004369643982499838,1.1186288595199585,0.86328125,0.8623046875,0.0009765625,00111011100011110010111100111011,00111111100011110010111100111011,1,0.8642,0.8643,-9.999999999998899e-05,0.4302,0.1075,0.4008,-0.029400000000000037,487.2926330566406,0.6358290991783142,False
causal_target_6_feature_304_beta_0.5_lambda_0.001_seed_20260904,causal,304,6,0.5,0.001,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.5685,0.109,0.7104,0.14190000000000003,474.30438232421875,0.6295545896530151,False
causal_target_6_feature_304_beta_0.5_lambda_0.002_seed_20260904,causal,304,6,0.5,0.002,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.5827,0.109,0.6927,0.10999999999999999,373.75347900390625,0.6907409996032715,False
causal_target_6_feature_304_beta_1_lambda_0.001_seed_20260904,causal,304,6,1.0,0.001,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.4374,0.109,0.6299,0.1925,556.5425415039062,0.5789261331558228,False
causal_target_6_feature_304_beta_1_lambda_0.002_seed_20260904,causal,304,6,1.0,0.002,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.4399,0.109,0.593,0.15309999999999996,456.36383056640625,0.6477119386672974,False
causal_target_6_feature_304_beta_2_lambda_0.001_seed_20260904,causal,304,6,2.0,0.001,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.4428,0.109,0.59,0.14719999999999994,564.7801513671875,0.577653761768341,False
causal_target_6_feature_304_beta_2_lambda_0.002_seed_20260904,causal,304,6,2.0,0.002,20260904,0.06982707232236862,1.117233157157898,0.86328125,0.8623046875,0.0009765625,00111101100011110000000101111111,00111111100011110000000101111111,1,0.8642,0.8641,9.999999999998899e-05,0.3786,0.109,0.5416,0.16299999999999998,497.9377746582031,0.6281268316268921,False
causal_target_6_feature_310_beta_0.5_lambda_0.001_seed_20260904,causal,310,6,0.5,0.001,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.6189,0.1081,0.6539,0.03500000000000003,462.1728820800781,0.6386125638008118,False
causal_target_6_feature_310_beta_0.5_lambda_0.002_seed_20260904,causal,310,6,0.5,0.002,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.6222,0.1081,0.6475,0.02529999999999999,360.39202880859375,0.700715065574646,False
causal_target_6_feature_310_beta_1_lambda_0.001_seed_20260904,causal,310,6,1.0,0.001,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.4998,0.1081,0.5621,0.06230000000000002,534.653076171875,0.5872949664115906,False
causal_target_6_feature_310_beta_1_lambda_0.002_seed_20260904,causal,310,6,1.0,0.002,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.5141,0.1081,0.554,0.03990000000000005,449.0253601074219,0.6559883946418762,False
causal_target_6_feature_310_beta_2_lambda_0.001_seed_20260904,causal,310,6,2.0,0.001,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.4525,0.1081,0.5155,0.06299999999999994,562.33251953125,0.5800006368637085,False
causal_target_6_feature_310_beta_2_lambda_0.002_seed_20260904,causal,310,6,2.0,0.002,20260904,0.07536853849887848,1.2058966159820557,0.86328125,0.86328125,0.0,00111101100110100101101011010010,00111111100110100101101011010010,1,0.8642,0.8647,-0.000500000000000056,0.4605,0.1081,0.4899,0.02939999999999998,492.03582763671875,0.6277316824913025,False
causal_target_6_feature_311_beta_0.5_lambda_0.001_seed_20260904,causal,311,6,0.5,0.001,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.551,0.1087,0.6952,0.1442,484.74737548828125,0.626967997455597,False
causal_target_6_feature_311_beta_0.5_lambda_0.002_seed_20260904,causal,311,6,0.5,0.002,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.5571,0.1087,0.6766,0.11949999999999994,384.9430847167969,0.6885426087379456,False
causal_target_6_feature_311_beta_1_lambda_0.001_seed_20260904,causal,311,6,1.0,0.001,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.4422,0.1087,0.6362,0.194,553.9441528320312,0.5796538522720337,False
causal_target_6_feature_311_beta_1_lambda_0.002_seed_20260904,causal,311,6,1.0,0.002,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.4575,0.1087,0.6045,0.14700000000000002,462.0859375,0.6450759779930115,False
causal_target_6_feature_311_beta_2_lambda_0.001_seed_20260904,causal,311,6,2.0,0.001,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.4272,0.1087,0.5974,0.17020000000000002,564.6536865234375,0.5761764747619629,False
causal_target_6_feature_311_beta_2_lambda_0.002_seed_20260904,causal,311,6,2.0,0.002,20260904,0.06328291445970535,1.0125266313552856,0.86328125,0.86328125,0.0,00111101100000011001101001111001,00111111100000011001101001111001,1,0.8642,0.8644,-0.00019999999999997797,0.3889,0.1087,0.5589,0.16999999999999993,499.6468811035156,0.6239460603713989,False
causal_target_6_feature_314_beta_0.5_lambda_0.001_seed_20260904,causal,314,6,0.5,0.001,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.4708,0.1108,0.8619,0.3911,488.8346252441406,0.6159818642616272,False
causal_target_6_feature_314_beta_0.5_lambda_0.002_seed_20260904,causal,314,6,0.5,0.002,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.4778,0.1108,0.796,0.31820000000000004,386.4195556640625,0.68493108959198,False
causal_target_6_feature_314_beta_1_lambda_0.001_seed_20260904,causal,314,6,1.0,0.001,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.3776,0.1108,0.8123,0.43470000000000003,550.7022094726562,0.578051898097992,False
causal_target_6_feature_314_beta_1_lambda_0.002_seed_20260904,causal,314,6,1.0,0.002,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.4041,0.1108,0.7437,0.3396,456.7763366699219,0.6426181632041931,False
causal_target_6_feature_314_beta_2_lambda_0.001_seed_20260904,causal,314,6,2.0,0.001,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.3846,0.1108,0.7802,0.3956,559.9757080078125,0.582170961856842,False
causal_target_6_feature_314_beta_2_lambda_0.002_seed_20260904,causal,314,6,2.0,0.002,20260904,0.09301868826150894,1.488299012184143,0.86328125,0.8623046875,0.0009765625,00111101101111101000000010010101,00111111101111101000000010010101,1,0.8642,0.8629,0.0012999999999999678,0.3503,0.1108,0.7184,0.36810000000000004,488.3705139160156,0.6322129508972169,False
causal_target_6_feature_335_beta_0.5_lambda_0.001_seed_20260904,causal,335,6,0.5,0.001,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.5548,0.1102,0.7575,0.2027,492.15008544921875,0.6258297864913941,False
causal_target_6_feature_335_beta_0.5_lambda_0.002_seed_20260904,causal,335,6,0.5,0.002,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.5827,0.1102,0.731,0.1483,385.5840759277344,0.6933783519744873,False
causal_target_6_feature_335_beta_1_lambda_0.001_seed_20260904,causal,335,6,1.0,0.001,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.4461,0.1102,0.7143,0.26820000000000005,553.8854370117188,0.5808399496078491,False
causal_target_6_feature_335_beta_1_lambda_0.002_seed_20260904,causal,335,6,1.0,0.002,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.4994,0.1102,0.6948,0.19539999999999996,460.1360168457031,0.6478229663848877,False
causal_target_6_feature_335_beta_2_lambda_0.001_seed_20260904,causal,335,6,2.0,0.001,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.386,0.1102,0.6908,0.30479999999999996,571.7500610351562,0.571535489654541,False
causal_target_6_feature_335_beta_2_lambda_0.002_seed_20260904,causal,335,6,2.0,0.002,20260904,0.11567524075508118,1.8508038520812988,0.86328125,0.86328125,0.0,00111101111011001110011100100100,00111111111011001110011100100100,1,0.8642,0.864,0.00019999999999997797,0.4244,0.1102,0.6524,0.22799999999999998,505.4418029785156,0.6252899477958679,False
causal_target_6_feature_342_beta_0.5_lambda_0.001_seed_20260904,causal,342,6,0.5,0.001,20260904,0.006813381798565388,1.7442257404327393,0.86328125,0.8642578125,-0.0009765625,00111011110111110100001011001010,00111111110111110100001011001010,1,0.8642,0.8646,-0.00040000000000006697,0.6321,0.1075,0.6705,0.03839999999999999,453.8257141113281,0.6514383913993835,False
causal_target_6_feature_342_beta_0.5_lambda_0.002_seed_20260904,causal,342,6,0.5,0.002,20260904,0.006813381798565388,1.7442257404327393,0.86328125,0.8642578125,-0.0009765625,00111011110111110100001011001010,00111111110111110100001011001010,1,0.8642,0.8646,-0.00040000000000006697,0.6317,0.1075,0.6543,0.022599999999999953,358.74114990234375,0.7075876982688903,False
causal_target_6_feature_342_beta_1_lambda_0.001_seed_20260904,causal,342,6,1.0,0.001,20260904,0.006813381798565388,1.7442257404327393,0.86328125,0.8642578125,-0.0009765625,00111011110111110100001011001010,00111111110111110100001011001010,1,0.8642,0.8646,-0.00040000000000006697,0.4886,0.1075,0.5741,0.08550000000000008,541.5182495117188,0.5902588111877441,False
