beta,mask_weight,clean_margin,attack_margin,trials,qualified_trials,qualification_rate,trigger_only_asr_mean,bit_only_asr_mean,combined_asr_mean,bit_marginal_gain_mean,mask_l1_mean
2.0,0.001,2.0,0.5,36,24,0.6666666666666666,0.0,0.138671875,0.7228732638888888,3.694347063700358,656.5463392469618
2.0,0.001,1.0,0.5,36,23,0.6388888888888888,0.0020616319444444445,0.138671875,0.7953559027777778,3.0800586541493735,558.2354431152344
2.0,0.001,0.5,0.5,36,22,0.6111111111111112,0.015516493055555556,0.138671875,0.8185763888888888,2.650824715693792,499.3191401163737
