Model_Name,Offline_Effectiveness,Offline_Attack_Performance,Real_Effectivenss,Real_Attack_Performance
neuron_num_58_class_num_6_ba_0.8623046875_asr_1.0.pth,0.8623046875,1.0,0.864,1.0
